gene	pLI
ZNF608	0.999916766000695
LMNB1	0.918287906003188
SNX2	0.995595032546511
PPIC	0.000722928918208322
MARCH3	0.598637077998134
CSNK1G3	0.999714758410449
MEGF10	0.994161594238202
SRFBP1	0.000258285850884714
SLC12A2	0.997216920119758
FBN2	0.999999452874283
PDLIM4	0.909200166399887
CTC-432M15.3	0.999044159778755
ACSL6	0.144639464474835
LYRM7	0.0119056269263558
FNIP1	0.999970450020144
HINT1	0.331368511137605
ADAMTS19	0.770923308491135
CDC42SE2	0.743555419108746
CTXN3	0.553913221450388
SLC27A6	3.10113185848301e-06
CSF2	0.789885929909618
PRRC1	1.09632521227105e-05
CHSY3	0.15050023704252
P4HA2	0.000656772726876317
IL3	2.03812764214027e-09
RAPGEF6	0.9972973184071
ISOC1	0.391500263118509
C5orf56	0.384370602702215
RAD50	9.8346201856855e-12
LEAP2	0.0488677748505754
CCNI2	2.82921291394329e-05
ZCCHC10	0.480541068056273
SHROOM1	0.0059982952688324
IL4	0.149459239087455
HSPA4	0.999843677249345
KIF3A	0.999258549213475
SLC22A5	9.39962791463226e-08
IRF1	0.803792566084424
FSTL4	0.942383984953656
GDF9	6.07785286773236e-05
AFF4	0.999989273504238
IL13	0.0221525075960477
IL5	0.0243006207878919
SLC22A4	7.69378399772769e-05
SEPT8	0.986193177835407
UQCRQ	0.0855279285222706
PHF15	0.998420067569345
UBE2B	0.277587168440007
SKP1	0.569066098677995
PITX1	0.240946583070434
TCF7	0.276236212961342
CDKL3	1.2548368075901e-06
PCBD2	0.0175720337551321
CATSPER3	0.00178963642075802
C5orf24	0.642240121359033
CAMLG	0.00299017243529412
C5orf15	0.0141870765886743
CTC-349C3.1	0.0010055840310877
CDKN2AIPNL	0.0550644533480944
DDX46	0.999986616695775
H2AFY	0.749424151520574
SAR1B	0.121971102511031
PPP2CA	0.979296925768005
TXNDC15	0.0770954677511581
VDAC1	0.966675123695856
SEC24A	0.000402455369954911
MYOT	1.35090371636216e-05
SMAD5	0.980051874465783
KIF20A	7.11585063268313e-07
CXCL14	0.109703003085786
HNRNPA0	0.851633203635166
PKD2L2	0.000100153130970206
KLHL3	0.968303294613719
NEUROG1	4.8577474329039e-05
FAM13B	0.727759063716154
TIFAB	9.87252221199559e-07
TRPC7	0.486503146402107
IL9	0.0004090610608654
C5orf20	0.00219555867424784
SPOCK1	0.881931565410273
SLC25A48	0.371808996109443
BRD8	0.0141429039483498
LECT2	0.00467914321239767
WNT8A	0.8392268677587
TGFBI	0.0091739110830055
NME5	0.534506336255792
SLC23A1	0.0135694295157803
EGR1	0.638401342830696
HSPA9	0.98968298234778
CDC23	0.998334930733697
REEP2	0.838200982369551
TMEM173	0.118863762790155
DNAJC18	0.0775784742839251
CTNNA1	0.981870550115311
KDM3B	0.999999992774143
PAIP2	0.787031936552758
GFRA3	0.350110956041065
MATR3	0.999584098607382
ETF1	0.997978624914661
CDC25C	7.07772860229474e-08
FAM53C	0.871429455799809
MZB1	0.0210273473621281
SIL1	0.00320217525151577
LRRTM2	0.978604375076698
CYSTM1	0.277632983006724
NDUFA2	0.326505935879954
UBE2D2	0.93181429423203
CXXC5	0.78446854408067
NRG2	0.990847144248349
IK	0.000147663580174947
PSD2	0.336687869305316
IGIP	0.439283878237765
APBB3	7.18930217872161e-06
PFDN1	0.792330658643384
SLC4A9	8.56669684396416e-15
EIF4EBP3	0.0518495677360885
PURA	0.833606501440764
SRA1	0.000230496400217513
HBEGF	0.815321320155619
SLC35A4	0.000588409828338257
ANKHD1-EIF4EBP3	0.999999998893135
ANKHD1	0.999999998893135
TMCO6	2.23957023261801e-05
CD14	5.01598232039588e-05
DND1	0.670801267816282
PCDHA9	2.42045086923166e-12
PCDHA12	1.05046426582532e-07
HARS	0.000350664903559921
PCDHA10	1.34753609710163e-09
PCDHA6	1.84950238724059e-07
PCDHA1	0.00178490075365928
PCDHA7	0.000426099183741712
PCDHA11	7.63618981312609e-11
PCDHA3	4.61259341212576e-11
PCDHA8	8.92691296641606e-11
PCDHA4	9.66121628684482e-14
WDR55	6.60741788750581e-07
PCDHA13	1.03850045867401e-10
HARS2	0.000212776989063391
AC005609.1	0.0329843749205037
PCDHAC1	1.15679779042646e-08
PCDHA2	5.31309900473603e-09
PCDHA5	0.0110469743935709
ZMAT2	0.962123622027612
PCDHB13	8.57631353345961e-10
PCDHB7	6.29645836573907e-14
PCDHB8	2.2937378175496e-06
PCDHB6	0.00122827188499468
PCDHB1	1.15457697307614e-08
PCDHB16	0.00125909444523313
PCDHB17	0.0266116430819894
PCDHB11	1.58511799488767e-07
PCDHB5	3.33642761802111e-05
PCDHB15	0.00454648506407088
SLC25A2	0.159530251928629
PCDHGA1	0.000162872708687766
PCDHB14	4.26865573850168e-07
PCDHB10	5.74795793469057e-07
PCDHB12	0.000102318913910526
TAF7	0.700751626593641
PCDHAC2	0.85369855198688
PCDHGC4	0.882928421335566
PCDHGB7	0.0426385484892092
PCDHGA6	1.50077180631716e-05
PCDHGC3	0.866970213032708
PCDHGA8	2.71835342525891e-08
PCDHGC5	1.52949184146926e-05
PCDHGA11	0.00013367913227829
PCDHGB6	0.00509708532237698
PCDHGA10	2.67351282869528e-06
PCDHGB2	7.702484756721e-06
PCDHGA3	0.00188003509262071
PCDHGA5	0.000280564386640333
PCDHGA12	0.000425753796687871
PCDHGA9	1.97413214473253e-05
PCDHGB1	0.755479746909454
PCDHGB4	0.00156744639164417
PCDHGA7	1.86170247861733e-05
PCDHGB3	0.000368416012177049
PCDHGA4	2.50542312381136e-07
PCDHGA2	1.50539928278485e-05
GNPDA1	0.00249827279185533
PRELID2	0.000565680981303319
SH3RF2	3.45758443731511e-11
HDAC3	0.90649724162859
KCTD16	0.950223506615137
RELL2	0.757540788988568
PCDH12	2.13914782499708e-09
PCDH1	0.95201286305015
ARHGAP26	0.999155020418658
FCHSD1	1.23115560734037e-16
RNF14	0.00476990127220519
DIAPH1	0.89988004844197
KIAA0141	5.16218239767819e-09
ARAP3	0.953241394365446
YIPF5	0.917729127190759
GRXCR2	1.01321877208247e-05
FGF1	0.713308226326973
NDFIP1	0.904800986797479
NR3C1	0.544514403911367
SPRY4	0.101280795196393
SPINK13	0.0209510821202966
C5orf46	0.290739965609536
PLAC8L1	0.119004345773762
SPINK9	0.312900469108067
RBM27	0.999999648874561
POU4F3	0.683811948752423
GPR151	5.54593962533622e-05
TCERG1	0.999991469565984
DPYSL3	0.993975828980747
JAKMIP2	0.999730673606328
FBXO38	0.999961663999202
SCGB3A2	0.040684448053499
SPINK5	2.10174585081505e-15
SPINK6	1.87362853886603e-05
SPINK1	0.282522649061146
SPINK7	0.0700897155171015
PPP2R2B	0.846109909940188
LARS	8.71197602675849e-05
SPINK14	0.0847442629594393
STK32A	3.05683555518251e-05
SH3TC2	1.22444564218327e-08
PDE6A	1.56297026629721e-09
PCYOX1L	0.00186184498288783
CDX1	0.697096614999681
IL17B	0.0128460331970195
SLC26A2	1.27557437591467e-05
ADRB2	0.455500824993228
HTR4	0.569109922121241
AFAP1L1	3.72793965585941e-07
GRPEL2	0.0235654191169107
TIGD6	3.04142602474435e-06
CAMK2A	0.999809613077424
SLC6A7	0.000474437777727161
ABLIM3	0.35770946582468
CSNK1A1	0.989961102639418
CSF1R	0.979483664244274
PPARGC1B	0.992722991232119
PDGFRB	0.99405427161947
ARHGEF37	2.20803437559924e-12
SLC36A3	4.72715216752864e-07
SYNPO	0.969531925790765
AC010441.1	0.00445764597798716
ZNF300	0.000610091048486163
ARSI	3.88240069829681e-08
NDST1	0.999796677164651
GM2A	0.100742493902344
SLC36A2	5.69719355713272e-07
TNIP1	0.965260118473222
SMIM3	0.00159208910012544
CCDC69	9.08575956273836e-07
RPS14	0.849622917102435
RBM22	0.993236459902825
TCOF1	0.953515507501353
MYOZ3	0.298833756615704
ANXA6	0.000357724063547981
DCTN4	0.980250543586531
GPX3	0.0121715047792785
CD74	0.0361600616314219
ATOX1	0.178154370824667
HAND1	0.0656278548286667
SGCD	0.00874011649302853
FAXDC2	0.000285283376332601
MFAP3	0.0403541415175457
SLC36A1	0.0658591847366846
CNOT8	0.885260543972797
FAM114A2	4.7508488982379e-06
G3BP1	0.976265883831697
MRPL22	1.01165311065425e-05
NMUR2	0.752396216610743
SPARC	0.96694023750654
GLRA1	0.0465133788666361
FAT2	6.99763843543541e-08
GEMIN5	4.28207531061829e-10
GALNT10	0.00101694674443019
LARP1	0.999792265383323
GRIA1	0.99839476477184
KIF4B	4.20455485581925e-18
SAP30L	0.821216547527198
FAM71B	0.00163023267021609
ADAM19	2.80597852429117e-05
LSM11	0.796879519124901
IL12B	0.000911811039623768
HAVCR1	0.00200978318743506
ADRA1B	0.16453892761839
THG1L	0.000946184985394871
UBLCP1	0.313958786707958
TIMD4	1.3798333745944e-06
CYFIP2	0.999992373020883
ITK	0.000146119543875519
SOX30	0.998150347031606
FNDC9	0.00337462179304231
MED7	0.193969975089279
NIPAL4	0.000615750673279209
HAVCR2	0.0881747401346916
EBF1	0.992436774074815
RNF145	0.501179153468126
CLINT1	0.980948375466337
TENM2	0.999997115405453
NUDCD2	0.000614414288697445
WWC1	0.739277678045449
HMMR	1.01733645530592e-12
TTC1	0.0012468186232371
PTTG1	0.49202804766141
C1QTNF2	0.00697991116617689
CCNG1	0.310437717111988
GABRA6	1.85634088724563e-05
GABRA1	0.944595908788091
RARS	0.00603519452256908
FABP6	0.000139143194937361
C5orf54	0.00147053581705589
SLU7	4.06335327549062e-05
GABRG2	0.927172865422976
PWWP2A	0.977777882087677
GABRB2	0.979138714129451
MAT2B	0.55914776209319
CCNJL	8.88738340821973e-05
ATP10B	2.53730320393125e-21
PANK3	0.000167253239254612
STK10	1.97231525463493e-07
DOCK2	0.999999914050591
LCP2	0.994500887317835
NPM1	0.93739990974484
C5orf58	0.0377280129522843
RANBP17	3.88812025206145e-28
FOXI1	0.101149451535057
KCNIP1	0.0134582398917029
SLIT3	0.996811334102642
TLX3	0.29425624655992
GABRP	0.00101319424980794
SPDL1	1.02322217362796e-08
FGF18	0.502665055191003
FBXW11	0.998701375597386
KCNMB1	0.00012404816530398
NSG2	0.786004584797052
DRD1	0.884013003072382
SH3PXD2B	0.175561703080141
NEURL1B	0.395249931872446
BNIP1	0.823331489316428
MSX2	0.40390362428234
SFXN1	0.463896165909297
CPEB4	0.99270335071506
BOD1	0.0275256256740356
RPL26L1	0.465830213916589
NKX2-5	0.845946135952161
HRH2	0.823943384557515
CREBRF	0.997153424713598
UBTD2	0.740322453543986
STC2	0.946994301925069
ATP6V0E1	0.269967597308884
ERGIC1	0.631473733755064
DUSP1	0.0160578699611256
SNCB	0.174330326280908
TSPAN17	6.5488745600077e-06
UNC5A	0.998302684297075
UIMC1	0.0129197636700254
FAF2	0.999212669717255
GPRIN1	0.721670109534508
CLTB	0.351503591842031
SIMC1	0.0202594681136489
CPLX2	0.711053818340878
THOC3	0.448851319427613
CDHR2	8.30365189527054e-08
KIAA1191	0.00515412422161642
EIF4E1B	0.0890311519791229
NOP16	0.115025171451837
HIGD2A	0.235627753659711
FAM153B	0.5190901901638
ARL10	0.0112085641692677
RNF44	0.811499627707307
HK3	1.0654689917593e-11
RAB24	0.904035422702197
TMED9	0.126465867430779
F12	1.53261251555576e-06
MXD3	0.00116501347551489
DOK3	0.00166777120730819
PRR7	0.719147352185853
RGS14	0.0109932743846819
SLC34A1	4.03999100892016e-09
PDLIM7	0.848322608782994
LMAN2	0.0361996705615807
PRELID1	0.829295511225594
FGFR4	2.25875999287034e-06
FAM193B	0.879792616477155
PFN3	0.532130860778911
DBN1	0.983900082895262
NSD1	0.999999987943227
DDX41	0.00198402176729468
GRK6	0.422098322286786
ZNF346	0.738659888467386
B4GALT7	0.00234535217391045
ZNF354A	0.000109735771323448
N4BP3	0.2169609811582
ZNF454	2.49770911792849e-05
COL23A1	2.15176458022337e-10
ZNF354C	8.17936797263689e-05
ADAMTS2	0.972055087847086
RMND5B	1.47567862194432e-06
NHP2	0.14857245104926
RUFY1	0.0238633654817817
PHYKPL	2.56887558627612e-05
ZFP2	2.17051469973761e-11
FAM153A	0.580190667910391
ZNF879	0.000556228116171773
ZNF354B	0.000344907376937345
PROP1	0.262548858249923
FAM153C	0.831893249941323
GRM6	4.04486371932807e-08
CLK4	0.275686025563857
HNRNPAB	0.9880799306039
LTC4S	0.00183259994258772
SCGB3A1	0.469034287834669
CANX	0.935244248276423
SQSTM1	0.00232396816164153
CNOT6	0.93095635198483
FLT4	0.999985549062865
MAPK9	0.120385362916213
MAML1	0.997163005333593
RASGEF1C	0.0098009095713796
TBC1D9B	1.01749504263693e-06
GFPT2	6.32915703029963e-06
OR2Y1	4.02969340218089e-06
HNRNPH1	0.998333626812866
C5orf45	0.00048810441894445
MGAT4B	0.912886623807511
MGAT1	0.909193692574831
RNF130	0.95446897714528
TRIM41	0.987803905514094
BTNL9	1.7608065767274e-09
TRIM7	0.0475349777840351
TRIM52	3.41579120742152e-05
BTNL3	0.417991733298586
ZFP62	0.10740838634064
BTNL8	0.000788842051388335
GNB2L1	0.99149000206078
OR2V2	0.225374913600993
OR2V1	1.67865972295247e-06
SERPINB1	0.0155786120509053
BPHL	0.000121133965450102
SERPINB6	0.128489578887054
MYLK4	4.8230863522349e-11
EXOC2	0.00326179224598459
NQO2	6.08633007382687e-05
GMDS	0.995950900229708
IRF4	0.87649570125339
SERPINB9	0.0200798939215132
C6orf195	0.00342454923852695
RIPK1	0.286688836852184
DUSP22	0.0176798619192422
HUS1B	0.0518955313426168
WRNIP1	0.520524966858477
RREB1	0.999915971258399
F13A1	0.000405567964761967
PXDC1	0.515936228426778
FAM217A	3.47867336115318e-05
NRN1	0.81065162550906
RPP40	0.0017074312388496
PRPF4B	0.999998644241426
LY86	6.71920048883398e-06
SLC22A23	0.251981615678139
C6orf201	0.0843877670334638
CAGE1	8.03751667052059e-06
FARS2	1.58815594238797e-05
SSR1	0.101660954757205
FAM50B	0.17660476220447
LYRM4	0.606965099524701
ECI2	1.23264970866295e-06
CDYL	0.923384503754764
TXNDC5	2.74753886208444e-05
SYCP2L	2.68322195785448e-10
SNRNP48	0.000250008256758561
BLOC1S5	7.53695242683475e-05
SLC35B3	0.00202075944004127
GCM2	0.000880642647012283
RIOK1	5.80091124870761e-05
PAK1IP1	0.279526189259008
DSP	0.999914559913234
ELOVL2	0.000676553172750835
TMEM14B	4.54741854424312e-05
MAK	5.19619295080891e-07
TFAP2A	0.981503503360642
BMP6	0.841012694187879
EEF1E1	0.852379207028547
GCNT2	0.0152958253115882
TMEM14C	0.40832771875891
GFOD1	0.572092924035669
RANBP9	0.999890488160948
PHACTR1	0.660854333008954
CD83	0.0138736847936086
MYLIP	0.0688108804671567
SIRT5	0.00172614515038468
HIVEP1	0.99999942681694
JARID2	0.999896857689521
DTNBP1	2.80892523644038e-05
AL583828.1	6.17989054647636e-05
TBC1D7	3.28451602515014e-05
ERVFRD-1	0.00946947618557366
ADTRP	0.00305192108544781
AL441883.1	0.00739592337560253
NEDD9	0.935777777452193
MCUR1	0.151774411400239
TMEM170B	0.670163030484426
EDN1	0.0659163919498596
RNF182	0.0110581216883963
NOL7	0.00766227183727378
GMPR	0.00166772552191904
RBM24	0.174358221120046
RNF144B	0.0895959525189992
SOX4	0.371604341417485
MBOAT1	2.12114201177216e-06
TPMT	0.000282326682922635
HDGFL1	0.306648626370451
DEK	0.0702549122093052
ID4	0.153084737955024
ATXN1	0.707344997177833
KDM1B	0.629372485599475
NHLRC1	0.0314225072491687
KIF13A	0.999882366864219
CDKAL1	0.941776237529983
PRL	0.00987176585665831
E2F3	0.775992501008768
FAM8A1	0.411929845682558
NUP153	0.999974176881753
CAP2	0.277503634186543
KAAG1	0.0199134652931833
LRRC16A	0.991364650531974
SLC17A3	1.87916925663065e-13
FAM65B	0.989339453036391
NRSN1	0.0233347442568989
GMNN	0.567637379127099
KIAA0319	1.84779847936392e-09
GPLD1	1.9097884770634e-07
ALDH5A1	0.0448836457838582
SLC17A1	4.15105181406994e-07
HIST1H2BA	0.138088709557254
HIST1H2AA	0.000790036341702504
SLC17A4	0.00283353817181107
ACOT13	0.000249336118134942
C6orf62	0.934057471164975
MRS2	0.000232683543949656
SCGN	0.108674489112849
DCDC2	0.000193389967925485
TDP2	0.000415656474977954
HIST1H2BD	0.000279182415982856
HIST1H4A	0.00234585423684065
SLC17A2	0.0135462009267525
HIST1H4B	0.00797551932115971
TRIM38	1.65577103783507e-05
HIST1H3C	0.215902744956179
HIST1H2BE	0.000306486797274478
HIST1H2BB	0.135706649964556
HFE	2.88429366637025e-06
HIST1H1A	0.0269240875002135
HIST1H2BC	0.02297579163521
HIST1H2AB	0.00511819880049863
HIST1H4D	0.0190507422423724
HIST1H2AC	0.60403742460366
HIST1H4C	7.97707196085025e-05
HIST1H3A	3.83746549042667e-05
HIST1H3B	0.300614283384741
HIST1H2BG	2.88695826744738e-06
BTN3A2	0.000445680527924408
HIST1H2BH	0.0027318439017378
BTN2A1	3.23466775335957e-18
HIST1H2AD	3.14426286308273e-05
HIST1H4G	0.0026684431061488
HIST1H4F	0.184670257471358
HIST1H2AE	0.626917313882322
BTN3A1	8.53467094679617e-05
HIST1H2BI	0.143032445215644
HIST1H4H	0.0541472478275215
BTN3A3	1.57642171413588e-09
BTN2A2	0.000451974419533224
HIST1H4E	0.0006021935525625
HIST1H3E	0.00622580200582732
HIST1H2BF	0.000299335409440503
HIST1H3F	0.216310155528222
HIST1H3G	0.000141882472734099
HIST1H3D	0.294478449899475
HIST1H4K	0.448251143912957
HMGN4	0.565462350135168
HIST1H2AI	0.587917466085021
PRSS16	0.000143889626481952
HIST1H4I	0.463669455565097
HIST1H2AG	0.00493916123131538
HIST1H2BK	0.504610012500663
HIST1H2BJ	0.493656820401993
HIST1H2AH	0.000564466014373619
HIST1H2AJ	0.193191117728135
HIST1H2BM	0.137772865223573
ZNF184	0.0814943643086202
ABT1	0.444396481750482
HIST1H4J	0.443373371877913
HIST1H2BL	0.00288920734227808
HIST1H3H	0.152081341196247
BTN1A1	3.55080623122446e-07
ZNF391	4.12885281833067e-06
ZKSCAN3	6.91644431451997e-05
ZSCAN16	1.28697792954197e-05
ZKSCAN4	0.00121583600216463
OR2B2	5.21680975109629e-05
ZSCAN9	1.04595474613373e-06
HIST1H2AL	0.0598584131428382
HIST1H4L	0.19322567973208
HIST1H2BN	0.144709385816704
ZSCAN31	1.16869728965419e-09
NKAPL	0.00335808169357737
HIST1H2BO	0.000306455719721485
ZNF165	0.000368574355609434
HIST1H2AK	0.0652161365648822
PGBD1	4.02506605977806e-05
HIST1H3J	0.692961528620543
HIST1H2AM	0.000786202034409623
ZKSCAN8	0.00358216528057115
OR2B6	0.172781585006624
HIST1H3I	0.747228950827364
HIST1H1B	0.521496351052903
ZSCAN12	8.59497899682863e-06
OR10C1	0.227102477765931
OR2B3	0.00926639636037093
OR12D2	0.605740286430027
SCAND3	1.12338772858937e-07
OR2J2	0.0629986110431029
GPX6	0.000171481492787116
OR12D3	0.00104914846881214
GPX5	0.00702119123023493
ZNF311	0.000342767052523087
OR2H1	0.0388092136539518
OR2W1	0.0814517279704256
OR11A1	0.0425673536345907
OR14J1	8.24767430737297e-06
TRIM27	0.95930197259332
OR2J1	0.0157472219262697
OR5V1	0.109082902896594
ZSCAN23	0.00230977135653297
OR2J3	0.130951788810201
HLA-E	0.266970909686467
ZFP57	0.00125411620894254
UBD	0.0747986952707259
RPP21	0.281841823440314
GABBR1	0.999881755084
HLA-G	4.04927489069323e-07
HLA-F	0.000835161548044988
HLA-A	0.344070311163316
RNF39	0.00490365185442389
OR2H2	0.0844642007442703
TRIM40	7.57268952029628e-06
TRIM15	8.39935651446935e-11
TRIM31	0.0567184703232128
PPP1R11	0.771381334914036
ZNRD1	0.129661456509809
TRIM10	4.90262121371685e-06
TRIM26	0.934041822478168
MAS1L	0.0029568898748095
TRIM39	0.99887049648568
MOG	0.289540110330926
C6orf136	0.96417709698636
DHX16	0.000116741952166461
MRPS18B	0.0112196606952005
DDR1	0.0448236971512291
GTF2H4	0.148807688801905
PPP1R18	0.297441524013122
PPP1R10	0.999998967293745
ATAT1	0.00617878226494601
MUC21	0.31882660348553
FLOT1	0.00760486696256255
VARS2	2.07583527957256e-11
TUBB	0.964989683868818
GNL1	0.999828023812944
NRM	0.128218295129328
SFTA2	0.596551187976433
MDC1	0.00630896605120963
IER3	0.669188772956979
DPCR1	0.114122046482944
ABCF1	8.26223632183562e-05
PRR3	0.0923948339159519
LTB	6.86605784585649e-06
HLA-C	3.16094226128043e-07
CDSN	0.47554642990818
DDX39B	0.996012758992933
CCHCR1	1.30921191133558e-05
ATP6V1G2	0.573222861108354
LTA	0.733785947999254
C6orf15	0.00110368744244667
TCF19	0.000976317375790627
TNF	0.625924848700384
LST1	0.00211613832905498
MICA	0.001852824237631
NFKBIL1	0.750805715726861
PSORS1C2	0.096621489976356
POU5F1	0.857015326113047
MICB	0.00113139064723516
MCCD1	0.00827705567478992
PSORS1C1	0.00468577782722803
HLA-B	0.050642987200739
APOM	0.0394494157218519
BAG6	0.999947167543595
CSNK2B-LY6G5B-1181	0.48500218678045
CSNK2B	0.93064708716674
DDAH2	0.80235238295857
ABHD16A	0.96714129612641
LY6G5B	0.00481177873075752
LY6G6D	0.512534114946232
LY6G6C	0.00141349745690421
LY6G5C	0.579672854402041
PRRC2A	0.999999999949927
GPANK1	0.000659256603109118
AIF1	0.00995450792420785
C6orf47	0.500465765828378
C6orf25	0.00294229263125761
NCR3	0.00109674548467377
MEGT1	8.26993206507302e-05
LY6G6F	1.1850392420977e-05
ZBTB12	0.797270042870411
SAPCD1	0.000609079044459391
SKIV2L	3.50950390441103e-12
NEU1	0.000333286305925979
MSH5	1.95691660018702e-06
SLC44A4	6.91167409305409e-07
HSPA1L	0.000630076936488792
EHMT2	0.0596913482803934
LSM2	0.493579520265953
DXO	1.86746889988443e-07
VWA7	8.31620942756067e-07
STK19	0.0137128064246341
NELFE	0.563830305599286
CLIC1	0.0538440610307651
CFB	0.190904421488509
VARS	0.999161334616963
C2	1.22320644044681e-05
C6orf48	0.00452530789864198
NOTCH4	3.65591715729571e-10
AGPAT1	0.978105177091508
HLA-DRB1	0.0404966694543215
PBX2	0.832500477984808
C6orf10	7.43037020038901e-13
ATF6B	8.99683317618864e-05
GPSM3	0.573685971013778
PRRT1	0.388133471908215
TNXB	0.732107393876332
AGER	2.86676402835451e-10
C4B	0.813452721384422
FKBPL	0.00137126657608009
CYP21A2	0.591366051685643
HLA-DRA	0.910685253759882
BTNL2	7.95169425243718e-07
RNF5	0.0698093144013437
EGFL8	0.0005011378192275
PPT2	0.693633234638877
HLA-DRB5	0.0024242753703753
BRD2	0.998863017288843
HLA-DMB	0.101296541605114
HLA-DQB2	0.0436450377038434
PSMB9	0.17552855285854
TAP1	0.14746457017685
HLA-DPB1	3.08714880957075e-06
SLC39A7	0.0528885941562863
HLA-DPA1	0.00683255372586747
COL11A2	0.999999113903026
RXRB	0.995834938707919
TAP2	0.0206273872199492
HSD17B8	0.663153648682759
HLA-DOA	1.22262254859697e-05
HLA-DQB1	0.306590490960179
HLA-DOB	5.60358801565353e-05
PSMB8	0.00842312364429919
HLA-DMA	0.646110131780825
HLA-DQA1	0.14844724004892
RING1	0.886164480336431
HLA-DQA2	0.0040890588846778
IP6K3	0.0359390393941627
WDR46	0.000392802500562384
RPS18	0.951324739234455
DAXX	0.747647010628527
TAPBP	0.000231309805378013
SYNGAP1	0.999993301784444
ZBTB9	0.0549624430709779
PFDN6	0.844414414334762
RGL2	0.129427136393156
UQCC2	0.0495158782226077
BAK1	0.00258567916591905
B3GALT4	0.189256996905295
CUTA	0.000416734617069881
VPS52	0.0205571816500587
KIFC1	0.176043686643921
ZBTB22	0.548655745550112
ITPR3	1.29201465438025e-10
PHF1	0.999067851244888
SBP1	0.00244583739247578
TCP11	0.000132504712096094
GRM4	0.954337413834002
HMGA1	0.715898906022537
C6orf106	0.772716629830582
SCUBE3	0.999931715684661
PPARD	0.95676268677994
SNRPC	0.918903960509912
LEMD2	0.205162589792624
ANKS1A	0.88268864901245
PACSIN1	0.986893373212405
DEF6	0.991355557014288
ZNF76	1.13238716008181e-11
SPDEF	0.914576321519147
C6orf1	0.289946384755687
RPS10	0.934112617929635
NUDT3	0.860908222034889
MLN	0.00141049210071785
FANCE	0.00182085165183449
UHRF1BP1	3.66655302298303e-05
TAF11	0.859415302917887
ARMC12	0.000906213680096619
PXT1	1.10986905430453e-05
BRPF3	0.996983037255784
MAPK13	1.35682880995847e-06
SRPK1	0.00465120631172481
RPL10A	0.261113516721282
MAPK14	0.995533184445711
SRSF3	0.968077913719784
PNPLA1	0.0014731184130139
ETV7	6.37850780210561e-09
LHFPL5	0.468452012750803
SLC26A8	6.48864170313195e-07
TULP1	0.910099434737933
CLPSL1	0.00141539454875188
CLPSL2	0.520597062969959
KCTD20	0.308640504201979
STK38	0.753283337426631
C6orf222	2.05920518247288e-13
FKBP5	0.766572022500035
CLPS	0.0531253279516073
GLP1R	0.152169636302514
PIM1	0.851520653533441
FGD2	0.00299487852864448
MTCH1	0.945575939647096
ZFAND3	0.951443681462383
DNAH8	5.5250530325162e-28
MDGA1	0.997511899655565
GLO1	0.000905671328178509
TBC1D22B	0.293211925506876
CDKN1A	0.0238062433494563
C6orf89	0.000307255985077583
BTBD9	0.00271228139076279
RNF8	0.992202309088166
COX6A1P2	0.144635158030745
PI16	1.99584229652545e-06
CPNE5	0.0281929357846458
CCDC167	0.00174408527713586
PPIL1	0.0102959589342153
CMTR1	0.99945042002713
TMEM217	0.00414823762783564
TREML4	0.000155347949894263
SAYSD1	0.000583073606774415
KIF6	3.29528789915245e-14
NFYA	0.0126781222950776
TREM1	0.00169458585790435
FOXP4	0.964557330591211
TREML2	6.63806921544803e-06
NCR2	0.00010319488916311
KCNK5	0.849917926792857
UNC5CL	5.26916153994447e-07
APOBEC2	0.120559413171914
KCNK16	0.00897568617789905
TREML1	0.000379712393238765
TSPO2	0.000308332535117635
DAAM2	0.998980543700637
OARD1	0.369095255268735
TREM2	1.36954069279711e-08
MOCS1	0.0858563570515072
LRFN2	0.0962036191040396
KCNK17	1.54707373448899e-05
PGC	1.45850491314976e-06
CCND3	0.934148023823078
TFEB	0.990414287443777
TRERF1	0.998627317284161
PRICKLE4	3.3950417813012e-06
USP49	0.981006927833761
BYSL	0.543763609972036
TBCC	0.227627740184044
GUCA1A	0.00791013251824089
UBR2	0.999999908318626
PRPH2	0.729938278426291
MDFI	0.129782316913874
MED20	0.460705102583686
TAF8	6.20791699995542e-05
FRS3	0.936852018518258
GUCA1B	0.00149354130993476
MRPS10	0.105703569577569
GLTSCR1L	0.99980128614825
DNPH1	0.00055024270428695
PEX6	0.00117165304588406
PPP2R5D	0.993852973302479
MRPL2	0.00528564529497292
RPL7L1	0.156839429366728
PTK7	0.984657930892592
SLC22A7	9.44115745724927e-06
KLC4	0.405438915323343
KLHDC3	0.990171709702555
MEA1	0.0366477225820675
SRF	0.960290183591594
CNPY3	0.779747994773409
TTBK1	0.998543783996645
PTCRA	0.00907939721794428
C6orf226	0.508465082567544
CUL9	0.99420365116441
CUL7	6.02903722463616e-08
GNMT	0.626047674002829
CRIP3	0.0249920308723013
RRP36	2.48802501731714e-10
MRPL14	0.0319495133555392
MRPS18A	0.123562620431147
MAD2L1BP	0.0325529826669619
ABCC10	1.4008730262683e-16
SLC35B2	0.626141509498504
ZNF318	0.187370921544014
SLC29A1	0.944110149201761
LRRC73	0.59431406310184
DLK2	0.645595175883301
RSPH9	0.00358207857889374
XPO5	0.999995545603247
TJAP1	0.00363585856643404
C6orf223	0.017920127617178
POLH	0.00919051158879922
POLR1C	0.0263686980415844
